,GeneID,Chr,FeatureType,Product,meanDiversity,StDev,ChangesSum.866,ChangesSum.942,ChangesSum.900,ChangesSum.IXa,SNPs.866,SNPs.942,SNPs.900,SNPs.IXa,AmSNPs.866,AmSNPs.942,AmSNPs.900,AmSNPs.IXa,INS.866,INS.942,INS.900,INS.IXa,DEL.866,DEL.942,DEL.900,DEL.IXa
958,CTYZ_00001159,Ctyz_7,CDS,Uncharacterized protein,2,1,2,3,1,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
959,CTYZ_00001160,Ctyz_7,CDS,NA,1.33,0.58,NA,1,2,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
960,CTYZ_00001162,Ctyz_7,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
961,CTYZ_00001163,Ctyz_7,CDS,Uncharacterized protein,1.33,0.58,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1
962,CTYZ_00001164,Ctyz_7,CDS,WD40-repeat-containing protein,2.33,0.58,2,3,NA,2,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
963,CTYZ_00001165,Ctyz_7,CDS,RecQ mediated genome instability protein,1.5,0.58,1,2,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
964,CTYZ_00001166,Ctyz_7,CDS,putative transmembrane Protein,2,0,2,2,NA,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
965,CTYZ_00001167,Ctyz_7,CDS,Uncharacterized protein,4,1.73,3,6,NA,3,3,5,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
966,CTYZ_00001168,Ctyz_7,CDS,Uncharacterized protein,1.25,0.5,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
967,CTYZ_00001169,Ctyz_7,CDS,VPS16 vacuolar sorting protein,3.5,1,4,4,2,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
968,CTYZ_00001170,Ctyz_7,CDS,NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
969,CTYZ_00001171,Ctyz_7,CDS,Uncharacterized Protein,4,2.45,7,4,1,4,7,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
970,CTYZ_00001172,Ctyz_7,CDS,Prp18/PRP4 domain containing protein,2,1.41,3,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
971,CTYZ_00001173,Ctyz_7,CDS,Secreted GGC gene family protein,3,2.71,1,7,2,2,1,6,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
972,CTYZ_00001174,Ctyz_7,CDS,putative Secreted Protein,2.25,1.5,1,3,4,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
973,CTYZ_00001175,Ctyz_7,CDS,NA,6.33,2.08,NA,4,8,7,NA,3,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2
974,CTYZ_00001176,Ctyz_7,CDS,Uncharacterized protein,5,5.29,3,11,NA,1,3,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
975,CTYZ_00001177,Ctyz_6,CDS,IMP dehydrogenase/GMP reductase,3.75,1.5,2,5,3,5,2,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
976,CTYZ_00001178,Ctyz_6,CDS,Uncharacterized protein,2.25,0.96,3,3,1,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
977,CTYZ_00001179,Ctyz_6,CDS,Uncharacterized protein,19.25,14.36,4,10,32,31,4,9,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
978,CTYZ_00001180,Ctyz_6,CDS,Uncharacterized protein,5.33,0.58,5,5,NA,6,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
979,CTYZ_00001181,Ctyz_6,CDS,Uncharacterized protein,159.5,67.34,155,228,69,186,144,212,68,186,NA,NA,NA,NA,5,7,1,NA,6,9,NA,NA
980,CTYZ_00001182,Ctyz_6,CDS,CAAX prenyl protease 1,2.5,1.73,2,2,1,5,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
981,CTYZ_00001183,Ctyz_6,CDS,Histone deacetylase,7.25,7.23,14,1,1,13,14,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,CTYZ_00001184,Ctyz_6,CDS,Mechanosensitive ion channel,1.5,0.71,1,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
983,CTYZ_00001185,Ctyz_6,CDS,Uncharacterized protein,7.5,4.93,7,14,2,7,7,13,1,7,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
984,CTYZ_00001186,Ctyz_6,CDS,Malectin,8,4.97,10,5,3,14,10,5,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
985,CTYZ_00001187,Ctyz_6,CDS,Disulfide-isomerase[comma] signal peptide plus ER retention motif,12.5,11.9,19,2,3,26,19,1,3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
986,CTYZ_00001188,Ctyz_6,CDS,Cation/H+ exchanger (CPA1),6.5,1.73,7,8,4,7,7,8,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
987,CTYZ_00001189,Ctyz_6,CDS,Cation/H+ exchanger (CPA1),2.25,1.26,2,4,1,2,2,3,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
988,CTYZ_00001191,Ctyz_6,CDS,Uncharacterized protein,2,0,2,2,NA,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
989,CTYZ_00001192,Ctyz_6,CDS,Uncharacterized protein,1.25,0.5,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
990,CTYZ_00001193,Ctyz_6,CDS,Synaptobrevin-like protein,2.67,0.58,3,2,NA,3,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
991,CTYZ_00001194,Ctyz_6,CDS,Transcription factor IIA beta-barrel,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
992,CTYZ_00001195,Ctyz_6,CDS,Pleckstrin homology domain containing protein,8.75,4.99,14,12,5,4,10,11,5,4,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA
993,CTYZ_00001196,Ctyz_6,CDS,Oocyst wall protein 8,5.33,0.58,5,6,NA,5,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
994,CTYZ_00001197,Ctyz_6,CDS,Oocyst wall protein 9,22,24.83,2,57,7,22,2,57,7,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
995,CTYZ_00001198,Ctyz_6,CDS,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
996,CTYZ_00001199,Ctyz_6,CDS,Atg6/Beclin,2.33,1.53,1,2,NA,4,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
997,CTYZ_00001200,Ctyz_6,CDS,DNA replication licensing factor MCM6-like AAA Atpase,5.25,2.5,2,8,6,5,2,6,5,3,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,2
998,CTYZ_00001201,Ctyz_6,CDS,TatD family protein,2.25,1.89,1,5,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1
999,CTYZ_00001202,Ctyz_6,CDS,Diacylglycerol acyltransferase[comma]Uncharacterized protein,2.25,1.89,2,5,1,1,2,3,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA
1000,CTYZ_00001203,Ctyz_6,CDS,Coatomer beta subunit,9.33,2.52,7,12,NA,9,5,9,NA,7,NA,NA,NA,NA,2,2,NA,2,NA,1,NA,NA
1001,CTYZ_00001204,Ctyz_6,CDS,Uncharacterized protein,12,5.94,10,19,5,14,9,16,5,12,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2
1002,CTYZ_00001205,Ctyz_6,CDS,Uncharacterized protein,1.33,0.58,1,1,NA,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1003,CTYZ_00001206,Ctyz_6,CDS,Uncharacterized protein,2.75,1.71,3,5,1,2,3,4,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
1004,CTYZ_00001207,Ctyz_6,CDS,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1005,CTYZ_00001208,Ctyz_6,CDS,Magnesium transporter NIPA,1.67,1.15,1,1,NA,3,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006,CTYZ_00001209,Ctyz_6,CDS,NA,1.5,0.71,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1007,CTYZ_00001210,Ctyz_6,CDS,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1008,CTYZ_00001211,Ctyz_6,CDS,NA,1.67,1.15,NA,1,3,1,NA,NA,2,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
1009,CTYZ_00001213,Ctyz_6,CDS,Uncharacterized protein,3.25,1.26,3,3,2,5,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,2
1010,CTYZ_00001214,Ctyz_6,CDS,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,CTYZ_00001215,Ctyz_6,CDS,NA,2.5,0.71,NA,3,NA,2,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,CTYZ_00001216,Ctyz_6,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,CTYZ_00001217,Ctyz_6,CDS,Uncharacterized protein,1.5,0.71,2,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
1014,CTYZ_00001218,Ctyz_6,CDS,PP2Cc like protein phosphatase,3.67,0.58,4,4,NA,3,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,CTYZ_00001219,Ctyz_6,CDS,Uncharacterized protein,2,1.41,2,1,4,1,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016,CTYZ_00001220,Ctyz_6,CDS,Acetyl-coenzyme A transporter 1,1.75,0.96,2,1,1,3,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,CTYZ_00001221,Ctyz_6,CDS,Uncharacterized protein,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,CTYZ_00001222,Ctyz_6,CDS,NA,3,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1019,CTYZ_00001223,Ctyz_6,CDS,Phosphodiesterase,8.5,6.66,5,18,3,8,3,9,3,1,NA,NA,NA,NA,2,6,NA,6,NA,3,NA,1
1020,CTYZ_00001224,Ctyz_6,CDS,Synaptobrevin/VAMP-like protein,1,0,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1021,CTYZ_00001225,Ctyz_6,CDS,Serine/threonine-protein kinase,9.25,7.14,7,19,2,9,5,9,2,4,NA,NA,NA,1,1,6,NA,NA,1,4,NA,4
1022,CTYZ_00001226,Ctyz_6,CDS,Serine/threonine-protein kinase,13.75,5.12,12,21,9,13,6,13,8,10,NA,NA,NA,NA,3,4,1,2,3,4,NA,1
1023,CTYZ_00001227,Ctyz_6,CDS,Pch2p like AAA ATpase,1,0,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1024,CTYZ_00001228,Ctyz_6,CDS,Alanyl-tRNA synthetase,3,1.63,1,5,3,3,1,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,CTYZ_00001229,Ctyz_6,CDS,60S ribosomal protein L23,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,CTYZ_00001230,Ctyz_6,CDS,NA,4.5,3.54,NA,7,2,NA,NA,6,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA
1027,CTYZ_00001231,Ctyz_6,CDS,Vacuolar membrane-associated protein Iml1,1.5,1,1,3,1,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,CTYZ_00001232,Ctyz_6,CDS,Uncharacterized protein,4,2.16,5,6,1,4,4,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1
1029,CTYZ_00001233,Ctyz_6,CDS,ATP synthase subunit alpha,3.75,0.5,4,4,3,4,3,2,3,2,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,2
1030,CTYZ_00001236,Ctyz_6,CDS,Uncharacterized protein,4,2.16,1,6,4,5,NA,4,3,4,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,1
1031,CTYZ_00001237,Ctyz_6,CDS,Non-specific serine/threonine protein kinase,3,0,3,3,NA,3,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,CTYZ_00001238,Ctyz_6,CDS,Secreted pepsinogen like aspartyl protease,2,1.15,1,3,1,3,NA,2,1,1,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,NA
1033,CTYZ_00001239,Ctyz_6,CDS,Aspartic acid and asparagine hydroxylation/Peptidase C11[comma] clostripain domain contining protein,3.67,2.89,2,7,2,NA,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,CTYZ_00001240,Ctyz_6,CDS,C2 domain containing protein,6,2.83,6,8,2,8,5,2,2,5,NA,NA,NA,NA,1,4,NA,3,NA,2,NA,NA
1035,CTYZ_00001241,Ctyz_6,CDS,Ribonucleotide reductase small subunit,1.5,0.71,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
1036,CTYZ_00001242,Ctyz_6,CDS,Ribonucleotide reductase small subunit,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,CTYZ_00001243,Ctyz_6,CDS,NA,3,2,NA,3,1,5,NA,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1038,CTYZ_00001244,Ctyz_6,CDS,P-type ATPase A domain containing protein,1.67,1.15,3,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1
1039,CTYZ_00001245,Ctyz_6,CDS,Condensin subunit 1/Condensin-2 complex subunit D3,2.75,0.96,3,4,2,2,2,3,1,2,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA
1040,CTYZ_00001246,Ctyz_6,CDS,Uncharacterized protein,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,CTYZ_00001248,Ctyz_6,CDS,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042,CTYZ_00001250,Ctyz_6,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,CTYZ_00001251,Ctyz_6,CDS,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1044,CTYZ_00001252,Ctyz_6,CDS,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,CTYZ_00001253,Ctyz_6,CDS,BRCT/SMAD/FHA containing protein,1,0,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1046,CTYZ_00001254,Ctyz_6,CDS,putative Secreted Protein,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,CTYZ_00001255,Ctyz_6,CDS,Pleckstrin homology domain containing protein,5.5,3.87,2,11,5,4,NA,5,4,1,NA,NA,NA,NA,1,3,NA,NA,1,3,1,3
1048,CTYZ_00001256,Ctyz_6,CDS,Pleckstrin homology domain containing protein,7.5,2.38,5,10,6,9,5,8,6,7,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1
1049,CTYZ_00001258,Ctyz_6,CDS,Thioredoxin,1.5,0.71,2,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,CTYZ_00001259,Ctyz_6,CDS,Uncharacterized protein,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1051,CTYZ_00001260,Ctyz_6,CDS,Uncharacterized protein,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1052,CTYZ_00001262,Ctyz_6,CDS,Gdb1p glycogen debranching enzyme,3,1,3,4,NA,2,2,3,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
1053,CTYZ_00001263,Ctyz_6,CDS,Gdb1p glycogen debranching enzyme,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1054,CTYZ_00001265,Ctyz_6,CDS,Peptidase C78[comma] ubiquitin fold modifier-specific peptidase 1/ 2,2.5,1,3,3,1,3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,CTYZ_00001266,Ctyz_6,CDS,Sec20,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1056,CTYZ_00001267,Ctyz_6,CDS,NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1057,CTYZ_00001268,Ctyz_6,CDS,rRNA adenine N(6)-methyltransferase,1.5,0.71,2,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1058,CTYZ_00001269,Ctyz_6,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,CTYZ_00001270,Ctyz_6,CDS,CRAL-TRIO lipid biding/Sec14d domain containing protein,2,1,1,2,NA,3,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1060,CTYZ_00001271,Ctyz_6,CDS,Cysteinyl-tRNA synthetase,3.5,1.29,4,5,2,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1061,CTYZ_00001272,Ctyz_6,CDS,Serine/threonine-protein kinase,3,1.41,4,3,1,4,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1
1062,CTYZ_00001273,Ctyz_6,CDS,SET domain containing protein,2,1,1,3,NA,2,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063,CTYZ_00001274,Ctyz_6,CDS,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1064,CTYZ_00001275,Ctyz_6,CDS,Uncharacterized protein,2.5,2.12,1,NA,NA,4,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1065,CTYZ_00001276,Ctyz_6,CDS,PP2C like protein phosphatase,3.25,1.26,5,3,2,3,5,3,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1066,CTYZ_00001278,Ctyz_6,CDS,Uncharacterized protein,5.67,1.15,5,7,NA,5,3,7,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
1067,CTYZ_00001279,Ctyz_6,CDS,RNAse P Rpr2/Rpp21 subunit domain containing protein,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,CTYZ_00001280,Ctyz_6,CDS,NA,2,0,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1069,CTYZ_00001281,Ctyz_6,CDS,Protein with spectrin repeats,2.25,1.5,4,1,1,3,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
1070,CTYZ_00001282,Ctyz_6,CDS,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071,CTYZ_00001283,Ctyz_6,CDS,Glycoprotein GP40,33,17.57,54,19,41,18,43,15,40,17,NA,NA,NA,NA,7,2,1,NA,4,2,NA,1
1072,CTYZ_00001285,Ctyz_6,CDS,DnaJ domain containing protein,7,5.66,11,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,9,NA,NA,NA
1073,CTYZ_00001286,Ctyz_6,CDS,putative Secreted Protein,7.75,5.85,15,10,3,3,15,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,CTYZ_00001287,Ctyz_6,CDS,putative Secreted Protein,2.75,1.26,1,4,3,3,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1075,CTYZ_00001288,Ctyz_6,CDS,Uncharacterized protein,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,CTYZ_00001289,Ctyz_6,tRNA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,CTYZ_00001290,Ctyz_6,CDS,Uncharacterized protein,2,0.82,3,2,1,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,CTYZ_00001291,Ctyz_6,CDS,AP2/ERF domain containing protein,2.25,0.96,2,3,1,3,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,CTYZ_00001292,Ctyz_6,CDS,Uncharacterized protein,2.75,0.96,2,4,3,2,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,CTYZ_00001293,Ctyz_6,CDS,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,CTYZ_00001294,Ctyz_6,CDS,Uncharacterized protein,3,1,3,2,NA,4,3,1,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1082,CTYZ_00001295,Ctyz_6,CDS,putative Secreted Protein,6.5,5.2,4,13,1,8,4,12,1,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1083,CTYZ_00001299,Ctyz_6,CDS,NA,1,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
1084,CTYZ_00001301,Ctyz_6,CDS,Uncharacterized protein,3,1.41,4,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
1085,CTYZ_00001302,Ctyz_6,CDS,NA,1,0,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1086,CTYZ_00001304,Ctyz_6,CDS,Uncharacterized protein,5.75,6.24,4,15,2,2,3,8,2,2,NA,NA,NA,NA,1,4,NA,NA,NA,3,NA,NA
1087,CTYZ_00001305,Ctyz_6,CDS,Phospholipid/glycerol acyltransferase,1.5,0.71,2,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,CTYZ_00001306,Ctyz_6,CDS,Uncharacterized protein,3.5,1,4,4,2,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,CTYZ_00001307,Ctyz_6,CDS,Zinc finger[comma] RING/FYVE/PHD-type domain containing protein,1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1090,CTYZ_00001308,Ctyz_6,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,CTYZ_00001309,Ctyz_6,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,CTYZ_00001310,Ctyz_6,CDS,Uncharacterized protein,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,CTYZ_00001312,Ctyz_6,CDS,Calycin/START domain containing protein,3,1.41,2,5,2,3,2,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,CTYZ_00001313,Ctyz_6,CDS,Uncharacterized protein,1.33,0.58,2,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
1095,CTYZ_00001315,Ctyz_6,CDS,NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,CTYZ_00001316,Ctyz_6,CDS,Hus1-like/Mec3 mitotic and DNA damage checkpoint protein,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1097,CTYZ_00001317,Ctyz_6,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,CTYZ_00001318,Ctyz_6,CDS,Ribosomal protein S23,1.67,1.15,1,3,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
1099,CTYZ_00001319,Ctyz_6,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,CTYZ_00001320,Ctyz_6,CDS,putative Pre-mRNA splicing factor ATP-dependent RNA helicase,3.5,2.08,6,4,3,1,3,4,2,1,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA
1101,CTYZ_00001321,Ctyz_6,CDS,putative Cdc2-related protein kinase,1.5,0.58,1,1,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
